Project_ID,Project_Title,Project_Description,Category_re-coded,Category_Topic_Committee_Raw,Project_Status,Agency_Code,Process_ID,District-Ward_Name,Win_Text,Votes,PB_Cycle,Cost_Num,fiscal_year,cost_appropriated,Vote_Year,Latitude,Longitude,Name_Dept_Agency_CBO,Project_Status_Category,Project_Status_Detail,Story?
13NYC_152,Security Cameras in Borough Park,Install eight police-monitored Argus cameras to deter crimes in vulnerable public areas.,"Safety,Streets & Sidewalks",Public Safety,In process: Under Construction,NYPD,PBNYC-2013,NYCC District 44,Yes,1109,1,200000,FY14,"$200,000.00",2013,40.6298438,-73.9885172,New York Police Department,In process,Under Construction,
15NYC_232,Enhancement of Outdoor Performance Space at Roy Wilkins Park,Enhancement of existing outdoor performance space at Roy Wilkins Park for programming such as readings or small concerts.,Parks,Culture and Community Facilities,In process: Part of Capital Plan - Funding Approved,DPR,PBNYC-2015,NYCC District 27,Yes,1108,,450000,FY16,"$450,000.00",2015,40.686284,-73.768455,Department of Parks & Recreation,In process,Part of Capital Plan - Funding,
16NYC_80,Air Conditioning at P.S. 108,Air conditioning system for the school cafeteria at P.S. 108 Assemblyman Angelo Del Toro Educational Complex,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 8,Yes,1105,,250000,FY17,"$250,000.00",2016,40.795146,-73.948368,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_300,Environmental Upgrade to Playground at P.S.19/ Brooklyn Arbor School,"Additions to playground: lights, benches and a green wall to absorb pollution from the BQE; a fence to separate the children's playground, a rain water garden and outdoor classroom facilities.",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 34,Yes,1103,,400000,FY16,"$400,000.00",2015,40.709647,-73.95465,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
18NYC_382,School Yard Upgrades at P.S. 96,"Improve the school playground: add safety nets, jungle gym, and rubber playground tiles for safety.",Schools,Education,Not funded: Lost vote,,PBNYC-2018,NYCC District 8,No,1102,7,500000,,,2018,40.8000808,-73.9373659,,Lost vote,Lost vote,
15NYC_342,Make Union Street & 9th Street Greener,"A green corridor taking shape along Union St will be extended bt Bond & 4th Ave. Bioswales will capture stormwater and create habitat. Pending geotechnical study, 9th St will also be greened this way.",Streets & Sidewalks,Parks & Recreation,In process: Part of Capital Plan - Funding Approved,DPR,PBNYC-2015,NYCC District 39,Yes,1100,,150000,FY16,"$150,000.00",2015,40.6689165,-73.9868913,Department of Parks & Recreation,In process,Part of Capital Plan - Funding,
18NYC_48,Technology Upgrade for NYPL Morrisania Library,"Technology upgrade will include desktop computers, wireless routers, printers, and phone systems.",Libraries,Arts Culture and Community Facilities,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 16,Yes ,1100,7,100000,2019,"$100,000.00",2018,40.831263,-73.9017655,,In process,Voted in 2018 PBNYC,
18NYC_203,P.S. 24 Security Cameras,Install security cameras throughout school area. Community uses school for various school events. Prevents vandalism.,Schools,Education,Not funded: Lost vote,,PBNYC-2018,NYCC District 11,No,1099,7,400000,,,2018,40.8870378,-73.9141927,,Lost vote,Lost vote,
18NYC_232,M.S. 67 State-of-the-Art S.T.E.A.M. Lab,"Project would create state-of-the-art S.T.E.A.M. lab, including experiment equipment and S.T.E.A.M. technology.",Schools,Education,Not funded: Lost vote,,PBNYC-2018,NYCC District 19,No,1097,7,600000,,,2018,40.7624372,-73.7344259,,Lost vote,Lost vote,
17NYC_176,P.S. 193 Gymnasium Renovation,"Project would renovate recreational space replacing flooring, basketball hoops, ceiling tiles and add safety padding.",Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 19,No,1097,,350000,,,2017,40.792129,-73.809452,,Lost vote,Lost vote,
18NYC_99,P.S. 355/P.S. 356 New PA System,The school’s PA system is not as clear as it could be. In certain areas of the school the announcements cannot be heard.,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 31,Yes ,1097,7,1000000,2019,,2018,40.6649723,-73.7591145,,In process,Voted in 2018 PBNYC,
17NYC_224,Courtroom for Benjamin N. Cardozo High School,To begin construction of fully functioning courtroom in Benjamin N. Cardozo High School.,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 23,Yes,1096,,500000,FY18,"$500,000.00",2017,40.751882,-73.756491,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_66,Wilson Houses: Basketball Court Renovations,Renovation to basketball court.,Parks,Housing,In process: Part of Capital Plan - Funding Approved,NYCHA,PBNYC-2015,NYCC District 8,Yes,1095,4,375000,FY16,"$375,000.00",2015,40.788875,-73.94036,New York City Housing Authority,In process,Part of Capital Plan - Funding,
18NYC_71,Mobile Laptop Cart & Laptop Computers (4 Schools),"Purchase two laptop carts and 70 laptops for each school: P.S. 176, P.S. 360, P.S. 37 and YECA.",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 27,Yes ,1094,7,300000,2019,"$75,000.00",2018,40.6848405,-73.7297194,,In process,Voted in 2018 PBNYC,
18NYC_72,Mobile Laptop Cart & Laptop Computers (4 Schools),"Purchase two laptop carts and 70 laptops for each school: P.S. 176, P.S. 360, P.S. 37 and YECA.",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 27,Yes ,1094,7,300000,2019,"$75,000.00",2018,40.7024141,-73.7562896,,In process,Voted in 2018 PBNYC,
18NYC_73,Mobile Laptop Cart & Laptop Computers (4 Schools),"Purchase two laptop carts and 70 laptops for each school: P.S. 176, P.S. 360, P.S. 37 and YECA.",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 27,Yes ,1094,7,300000,2019,"$75,000.00",2018,40.6761819,-73.7585879,,In process,Voted in 2018 PBNYC,
18NYC_74,Mobile Laptop Cart & Laptop Computers (4 Schools),"Purchase two laptop carts and 70 laptops for each school: P.S. 176, P.S. 360, P.S. 37 and YECA.",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 27,Yes ,1094,7,300000,2019,"$75,000.00",2018,40.697147,-73.7864872,,In process,Voted in 2018 PBNYC,
18NYC_122,Microphone Check!1-2!1-2!,Help us turn our P.S.23 auditorium into a public performance and gathering space for the benefit of the wider community.,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 36,Yes ,1094,7,100000,2019,"$150,000.00",2018,40.6944681,-73.9474069,,In process,Voted in 2018 PBNYC,
17NYC_413,Technology Panels for P.S. 532,P.S. 532 New Bridges Elementary school is requesting 10 Promethium ActivPanels for their classrooms.,Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 35,No,1092,,65000,,,2017,40.669455,-73.934327,,Lost vote,Lost vote,
18NYC_247,Research Library at P.S.17/ Q300,"Turn classroom into research center. Upgrades for research workstations, a smartboard, new shelves, outlets and carts.",Schools,Education,Not funded: Lost vote,,PBNYC-2018,NYCC District 22,No,1091,7,250000,,,2018,40.7682614,-73.9228684,,Lost vote,Lost vote,
17NYC_111,NYPD Cameras,Install 8 NYPD Cameras in City Council District 15. The cameras provide video feeds directly to local police precincts.,Safety,Public Safety,In process: Part of Capital Plan - Funding Approved,NYPD,PBNYC-2017,NYCC District 15,Yes,1087,,280000,FY18,"$280,000.00",2017,40.852799,-73.892141,New York Police Department,In process,Part of Capital Plan - Funding,
16NYC_413,Community Board 12 Street Repair and Resurfacing,"The streets are starting to wear out after years of improper care, resulting in dangerous cracks and potholes that cause accidents. White lanes have not been repainted, thus heightening the potential for accidents (for motorists and pedestrians) and irresponsible driving.",Streets & Sidewalks,Transit,Not funded: Lost vote,,PBNYC-2016,NYCC District 38,No,1086,,250000,,,2016,40.6292567,-73.9983713,,Lost vote,Lost vote,
15NYC_301,Community Technology Library and Media Center at P.S. 196/M.S.582,"This proposal calls for a state of the art computer lab shared with the library. It includes premier technology for media and offers workshops, classes, and special events for the community.",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 34,Yes,1086,,300000,FY16,"$300,000.00",2015,40.708723,-73.940002,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_146,J.H.S. 194 Auditorium Upgrade,"Project would replace lighting, curtains, sound system, flooring, A/V system and auditorium seating. The auditorium is used for both school and community events.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 19,Yes,1085,,550000,FY17,"$550,000.00",2016,40.78365,-73.807838,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_379,Repair Toddler Playground at Independence Towers,Install new safety surface and replace broken equipment for needed toddler playground.,Parks,Housing,In process: Part of Capital Plan - Funding Approved,NYCHA,PBNYC-2017,NYCC District 33,Yes,1083,,500000,FY18,"$500,000.00",2017,40.705802,-73.964256,New York City Housing Authority,In process,Part of Capital Plan - Funding,
16NYC_10,New Trees for Council District 3,Plant new trees and install tree guards on blocks with few or no trees throughout District 3.,Streets & Sidewalks,Parks & Recreation,In process: Part of Capital Plan - Funding Approved,DPR,PBNYC-2016,NYCC District 3,Yes,1083,,100000,FY17,"$100,000.00",2016,40.748827,-73.9937571,Department of Parks & Recreation,In process,Part of Capital Plan - Funding,checked
18NYC_193,Basketball Court Renovations at Patterson Houses,Renovate the basketball courts at Patterson Houses.,Parks,Housing,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 8,Yes ,1083,7,500000,2019,"$500,000.00",2018,40.8144366,-73.9229347,,In process,Voted in 2018 PBNYC,
15NYC_343,Four Safer Intersections on Hicks Street,"Augment an existing project to make painted curb extensions permanent with concrete, at four high-crash intersections: Kane, Sackett, Union, and Summit Streets. Improve pedestrian & traffic safety.",Streets & Sidewalks,Streets and Transportation,In process: Part of Capital Plan - Funding Approved,DOT,PBNYC-2015,NYCC District 39,Yes,1077,,300000,FY16,"$300,000.00",2015,40.6781784,-73.9441579,NYC Department of Transportation,In process,Part of Capital Plan - Funding,
18NYC_373,Replacement of St. Agnes Library Security System,Purchase of new security camera system at St. Agnes Library.,Safety,Arts Culture and Community Facilities,Not funded: Lost vote,,PBNYC-2018,NYCC District 6,No,1073,7,80000,,,2018,40.784844,-73.9774244,,Lost vote,Lost vote,
17NYC_195,Workout Station at Flushing Meadows-Corona Park,Adult fitness station to keep our residents healthy and fit!,Parks,Parks & Recreation,In process: Part of Capital Plan - Funding Approved,DPR,PBNYC-2017,NYCC District 21,Yes,1071,,200000,FY18,"$200,000.00",2017,40.7473311,-73.8517438,Department of Parks & Recreation,In process,Part of Capital Plan - Funding,
14NYC_133,Street Improvements and Resurfacing of Roads in CB7,The streets in our community are a mess making it dangerous for drivers and pedestrians. This would be to potentially resurface 7th Avenue.,Streets & Sidewalks,"Streets, Safety and Transportation",In process: Pre-construction,DOT,PBNYC-2014,NYCC District 38,Yes,1070,1,350000,FY15,"$350,000.00",2014,40.650454,-74.007885,NYC Department of Transportation,In process,Pre-construction,
17NYC_33,Beautification and Renovation of Broadway Malls,"Upgrades to one of the the Broadway Mall Islands, including upgraded seating and a greening package with plantings",Streets & Sidewalks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2017,NYCC District 6,No,1069,,350000,,,2017,40.7872523,-73.971397,,Lost vote,Lost vote,
18NYC_204,Upgrade Tot Playground Equipment,Replace tot playground equipment with more engaging multi-use installations in this high usage area.,Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2018,NYCC District 11,No,1068,7,400000,,,2018,40.6970482,-73.9865243,,Lost vote,Lost vote,
17NYC_328,Forest Park Renovations,Resurfacing certain existing pathways in Forest Park that are badly eroded. Adding bike racks & trash bin holders.,Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2017,NYCC District 29,No,1067,,500000,,,2017,40.7026774,-73.8492576,,Lost vote,Lost vote,
18NYC_233,Adult Fitness Center at Little Bay Park,Project would install adult fitness equipment within Little Bay Park to promote good health and exercise.,Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2018,NYCC District 19,No,1066,7,200000,,,2018,40.7850656,-73.8124984,,Lost vote,Lost vote,
17NYC_404,Playground Renovation at Cooper Park Houses,"We are asking for new benches, tables, and modern playground structures with wheelchair access.",Parks,Housing,Not funded: Lost vote,,PBNYC-2017,NYCC District 34,No,1065,,500000,,,2017,40.718409,-73.939952,,Lost vote,Lost vote,
15NYC_189,Adult Fitness Equipment at Alley Pond Park -1 of 2,"Fitness stations with new exercise equipment at Winchester Boulevard and Union Turnpike, Bellerose",Parks,Parks & Recreation,In process: Part of Capital Plan - Funding Approved,DPR,PBNYC-2015,NYCC District 23,Yes,1065,3,450000,FY18,"$500,000.00",2015,40.7399228,-73.7361808,Department of Parks & Recreation,In process,Part of Capital Plan - Funding,
15NYC_190,Adult Fitness Equipment at Alley Pond Park - 2 of 2,"Fitness stations with new exercise equipment at Springfield Boulevard and 73rd Avenue, Oakland Gardens",Parks,Parks & Recreation,In process: Part of Capital Plan - Funding Approved,DPR,PBNYC-2015,NYCC District 23,Yes,1065,3,450000,FY16,"$450,000.00",2015,40.739874,-73.747876,Department of Parks & Recreation,In process,Part of Capital Plan - Funding,
18NYC_248,Security System at Young Women’s Leadership School,Install camera security system school-wide; digital video board that shows all access points; staircase cameras needed.,Schools,Education,Not funded: Lost vote,,PBNYC-2018,NYCC District 22,No,1064,7,450000,,,2018,40.7713087,-73.9241792,,Lost vote,Lost vote,
18NYC_304,4 Security Cameras,"Two security cameras in the 94th Precinct and two cameras in the 84th Precinct, to be determined with community input.",Safety,Public Safety,Not funded: Lost vote,,PBNYC-2018,NYCC District 33,No,1064,7,142000,,,2018,40.6954412,-73.9829003,,Lost vote,Lost vote,
17NYC_392,Water Source and Paving at McGolrick Park,Install water sources for irrigation of plants and grasses and complete the repaving of the sidewalks and paths.,Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2017,NYCC District 33,No,1061,,500000,,,2017,40.7244435,-73.9433581,,Lost vote,Lost vote,
17NYC_200,Tech & Cameras at Malcolm X Early Education Center,"New tech would provide 6 Promethean Boards, laptops and cart plus 6 security cameras in and around the Malcolm X center.",Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 21,No,1059,,180000,,,2017,40.757744,-73.857898,,Lost vote,Lost vote,checked
16NYC_148,P.S. 193 Auditorium Upgrade,"Project would replace lighting, curtains, sound system, flooring, A/V system and auditorium seating. The auditorium is used for both school and community events.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 19,Yes,1059,,500000,FY17,"$500,000.00",2016,40.792483,-73.809741,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
